STU_ID,INCODE,INSTNUM,TYPETUIT,NUMATND,ENRLSTAT,MAJCODE,MAJVERB,MAJSRCH,HRSWEKLY,TYPDEGCT,DATRCVMO,DATRCVYR,JOBCHNG,GRANTS,LOANS,WORKSTDY,OTH_FINA,NO_FINA,AMT_FINA,CAMPJOB,EDRELJOB,PARNBORW,F3PSEAT,F3PSEEN,F3PSECT,F3SEC2A,STRTMON1,STRTYR1,ENDMON1,ENDYR1,STRTMON2,STRTYR2,ENDMON2,ENDYR2,STRTMON3,STRTYR3,ENDMON3,ENDYR3,STRTMON4,STRTYR4,ENDMON4,ENDYR4
710915,498,1,1,1,1,220,PRE LAW,PRE LAW,-9,3,0,0,-9,1,2,2,2,2,1500,2,2,2,25,25,1,4,8,92,-2,-2,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
710950,498,1,1,1,1,186,MEDICAL RECORDS,MEDICAL RECORD,18,3,0,0,-9,1,2,2,2,2,2300,1,2,2,25,25,1,4,8,92,-2,-2,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
710964,498,1,1,1,1,70,CLERICAL SECRETARIAL DUTIES COMPUTERS WORD PROCESSING,CLERICAL SECRETARY DISTURBED COMPUTER WORD PROCESSING,30,2,5,93,1,1,2,2,2,2,1000,2,2,2,10,10,1,4,8,92,5,93,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
710941,498,1,1,1,1,130,CHILDCARE,CHILD,10,2,0,0,-9,1,2,2,2,2,2000,2,2,2,12,12,1,4,8,92,7,93,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
710976,498,1,1,1,1,500,ASSOCIATE APPLIED SCIENCE COMPUTER AIDED DESIGN,*ASSOCIATE APPLIED SCIENCE COMPUTER AIDE DESIGN,-9,3,0,0,-9,2,2,2,2,1,-9,2,2,1,25,25,1,4,8,92,-2,-2,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
710969,498,1,1,1,1,171,PHYSICAL THERAPY,PHYSICAL THERAPY,21,5,0,0,-9,2,2,2,2,1,-9,2,2,2,12,12,1,4,9,92,8,93,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
710924,498,1,1,1,1,30,NATURAL RESOURCES,NATURAL RESOURCE,-9,3,0,0,-9,1,2,2,2,2,1650,2,2,2,25,25,1,4,8,92,-2,-2,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
710953,498,1,1,1,3,430,CRIMINAL JUSTICE,CRIMINAL JUSTICE,3,2,0,0,-9,2,2,2,2,1,-9,2,2,2,18,18,1,4,8,92,1,94,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
710926,498,1,1,1,2,263,BIOLOGICAL SCIENCES,*BIOLOGY SCIENCE,-9,1,0,0,-9,1,2,2,2,2,0,2,2,2,25,25,1,4,8,92,-2,-2,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
710985,498,1,1,1,1,100,COMMUNICATIONS,COMMUNICATION,-9,1,0,0,-9,2,2,2,2,1,-9,2,2,2,25,25,1,4,8,92,-2,-2,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
710911,2178,1,-9,1,1,481,WELDING,WELDING,30,2,6,93,2,2,2,2,2,1,-9,2,2,2,9,9,1,2,9,92,5,93,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
710911,-10,2,2,1,1,481,MACHINE SHOP  TOOL OPERATOR,*@MACHINE @SHOP @TOOL @OPERATOR,-9,2,0,0,-9,2,2,2,1,2,1500,2,2,2,12,12,1,-6,9,93,-2,-2,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
710963,498,1,1,1,1,500,COMPUTER ASSISTED DRAFTING,COMPUTER @ASSISTED DRAFTING,17,3,0,0,-9,2,2,2,2,1,-9,1,2,2,25,25,1,4,8,92,-2,-2,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
710922,498,1,1,1,1,174,MEDICAL SECRETARIAL,MEDICAL SECRETARY,24,3,0,0,-9,1,2,2,2,2,-8,2,2,2,25,25,1,4,8,92,-2,-2,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
710933,498,1,1,1,1,142,CIVIL ENGINEERING,CIVIL ENGINEER,-9,3,0,0,-9,1,2,2,2,2,2000,2,2,2,21,21,1,4,12,92,-2,-2,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
710983,2188,1,2,1,1,143,MECHANICAL ENGINEERING,MECHANICAL ENGINEER,-9,3,0,0,-9,1,2,2,2,2,0,2,2,1,24,24,1,6,9,92,-2,-2,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
710957,498,1,1,1,2,420,PSYCHOLOGY,PSYCHOLOGY,7,3,0,0,-9,1,2,2,2,2,0,2,2,2,25,25,1,4,8,92,-2,-2,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
767259,43,1,-9,1,1,60,ACCOUNTING,ACCOUNTING,-9,3,0,0,-9,1,1,2,2,2,1700,2,2,2,24,24,1,5,9,92,-2,-2,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
767227,238,1,1,1,1,62,BUSINESS MANAGEMENT,BUSINESS MANAGEMENT,-9,4,0,0,-9,2,1,1,2,2,2500,1,2,2,25,25,1,6,8,92,-2,-2,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
767209,2206,1,1,1,1,173,LICENCE PRACTICAL NURSE,LICENSED PRACTICAL NURSE,29,2,12,93,2,1,2,2,2,2,6000,2,2,2,12,12,1,4,1,93,12,93,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
767268,-10,1,2,1,1,470,DEISAL MACHANIC,DIESEL MECHANIC,20,2,8,93,2,1,1,2,2,2,4000,2,2,1,14,14,1,-6,7,92,8,93,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
767213,2206,1,1,1,1,91,ADVERTISING DESIGN,ADVERTISE DESIGN,15,3,0,0,-9,2,2,2,2,1,-9,2,2,2,25,25,1,4,8,92,-2,-2,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
767248,2206,1,1,1,2,62,BUSINESS,BUSINESS,7,1,0,0,-9,1,2,2,2,2,-8,2,2,2,8,8,1,4,1,94,-2,-2,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
767211,2501,1,-9,1,3,80,MARKETING,MARKETING,6,1,0,0,-9,2,2,2,2,1,-9,2,2,2,3,3,1,2,9,92,11,92,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
782243,392,1,1,1,2,132,SECONDARY EDUCATION,SECONDARY EDUCATION,-9,4,0,0,-9,1,1,2,2,2,-8,2,2,2,8,8,1,6,1,94,-2,-2,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
782248,392,1,1,1,1,900,NO MAJOR,NO MAJOR,-9,1,0,0,-9,2,1,1,2,2,1300,2,2,2,16,16,1,6,9,92,12,93,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
782257,392,1,1,1,1,132,\MASS EDUCATION,MASS EDUCATION,-9,4,0,0,-9,2,2,2,2,1,-9,2,2,2,25,25,1,6,8,92,-2,-2,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
782287,392,1,1,1,1,150,PLASTICS ENGINEERING TECHNOLOGY,@PLASTICS ENGINEER TECHNOLOGY,-9,4,0,0,-9,2,2,2,2,1,-9,2,2,2,24,24,1,6,9,92,-2,-2,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
782225,392,1,1,2,1,240,LIBERAL ARTS,LIBERAL @ARTS,-9,3,0,0,-9,2,1,2,2,2,600,1,2,2,18,24,2,6,9,92,5,93,12,93,-2,-2,-9,-9,-9,-9,-9,-9,-9,-9
782216,392,1,1,1,1,900,NO MAJOR,NO MAJOR,-9,3,0,0,-9,1,1,1,2,2,3200,2,2,2,24,24,1,6,9,92,-2,-2,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
7206081,1959,1,-9,1,1,174,RECREATIONAL SCUBADRIVING MANAGEMENRT,*RECREATION SUBSTANCE MANAGER,-9,4,0,0,-9,2,1,1,2,2,3000,1,2,2,10,10,1,5,8,92,5,93,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
7206081,1711,2,-9,-7,-7,-7,-7,-7,-7,-7,-7,-7,-9,-7,-7,-7,-7,-7,-9,-7,2,-7,-6,-6,-9,1,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
7206090,62,1,1,1,1,188,PHARMACY,PHARMACY,-9,4,0,0,-9,1,1,2,2,2,1500,2,2,2,16,16,1,6,9,92,12,93,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
7206066,62,1,1,1,1,454,SOCIOLOGY,SOCIOLOGY,-9,4,0,0,-9,1,1,2,2,2,4000,1,2,2,24,24,1,6,9,92,-2,-2,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
7206067,774,1,1,1,3,502,VIDEO PRODUCTION,VIDEO @PRODUCTION,-9,3,0,0,-9,1,2,2,2,2,-8,2,1,2,4,4,1,4,9,93,12,93,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
7206079,512,1,1,1,1,63,BUSINESS ADMINISTRATION,BUSINESS ADMINISTRATION,-9,3,0,0,-9,2,2,2,2,1,-9,2,2,2,12,12,1,4,9,93,-2,-2,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
7206078,2370,1,2,1,1,185,NURSING,NURSING,-9,4,0,0,-9,2,2,2,2,1,-9,2,2,2,4,4,1,6,8,93,11,93,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
7206078,512,2,1,1,3,173,NURSING,NURSING,8,2,0,0,-9,2,2,2,2,1,-9,2,2,2,7,7,1,4,2,94,-2,-2,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
7206012,62,1,1,1,1,263,BIOLOGY,BIOLOGY,-9,4,0,0,-9,1,1,2,2,2,4500,1,2,2,24,24,1,6,9,92,-2,-2,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
7237523,1279,1,1,1,1,440,SOCIAL WORK,SOCIAL WORK,-9,-8,0,0,-9,2,1,1,2,2,8900,1,2,2,10,10,1,6,8,92,5,93,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
7237509,1856,1,2,1,1,430,CRIMINAL JUSTICE,CRIMINAL JUSTICE,-9,4,0,0,-9,1,1,2,2,2,2000,2,2,1,3,3,1,6,8,92,10,92,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
7237509,62,2,1,1,1,430,CRIMINAL JUSTICE,CRIMINAL JUSTICE,-9,1,0,0,-9,2,1,2,2,2,5000,1,2,1,12,12,1,6,9,93,-2,-2,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
7237541,-10,1,1,1,1,490,TRAVEL AGENT,*TRAVEL @AGENT,-9,2,11,93,2,2,1,2,2,2,10000,1,2,1,14,14,1,-6,11,92,12,93,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
7237526,2282,1,-9,2,1,181,MORTUARY SCIENCE,MORTUARY SCIENCE,-9,3,0,0,-9,2,1,2,2,2,1200,2,1,1,-6,-6,2,1,8,92,-2,-2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
7237526,1279,2,1,1,3,181,MORTUARY SCIENCE,MORTUARY SCIENCE,-9,3,0,0,-9,2,2,2,2,1,-9,2,1,-3,4,4,1,6,9,93,12,93,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
7237504,-10,1,1,1,1,133,SPECIAL EDUCATION,SPECIAL EDUCATION,6,3,0,0,-9,1,2,2,2,2,1500,1,2,2,9,9,1,-6,9,92,5,93,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
7218711,804,1,1,1,1,190,DIETETIES,DIETETICS,-9,3,0,0,-9,1,2,2,2,2,1000,2,2,2,12,12,1,4,9,93,-2,-2,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
7218741,1561,1,-9,1,1,900,UNDECIDED,UNDECIDED,-9,1,0,0,-9,1,1,1,2,2,16500,2,2,1,5,5,1,5,8,92,12,92,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
7218741,1279,2,1,1,1,900,UNDECIDED,UNDECIDED,-9,4,0,0,-9,1,2,2,2,2,800,2,1,2,12,12,1,6,1,93,12,93,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
7218741,1313,3,2,1,1,52,AFRICAN AMERICAN STUDIES,AFRICAN AMERICAN STUDIES,-9,4,0,0,-9,1,1,2,2,2,4000,2,2,1,8,8,1,6,1,94,-2,-2,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
7290661,1588,1,1,1,1,900,NO MAJOR,NO MAJOR,-9,1,0,0,-9,2,2,2,2,1,-9,2,2,2,17,17,1,6,8,92,12,93,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
7290642,2075,1,-9,1,1,900,NO MAJOR,NO MAJOR,-9,4,0,0,-9,2,2,2,2,1,-9,2,2,1,25,25,1,5,8,92,-2,-2,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
7290692,171,1,-9,1,1,90,JOURNALISM,JOURNALISM,-9,4,0,0,-9,2,2,2,2,1,-9,2,1,1,24,24,1,5,9,92,-2,-2,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
7290655,74,1,1,1,1,112,COMPUTER SCIENCE,COMPUTER SCIENCE,-9,4,0,0,-9,2,2,2,2,1,-9,1,2,2,14,14,1,6,7,93,-2,-2,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
7290614,894,1,1,1,1,61,FINANCE,FINANCE,-9,4,0,0,-9,2,2,2,2,1,-9,1,1,2,24,24,1,6,9,92,-2,-2,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
7290653,2136,1,2,1,1,420,PSYCHOLOGY,PSYCHOLOGY,-9,4,0,0,-9,2,2,2,2,1,-9,2,2,2,25,25,1,6,8,92,-2,-2,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
7290624,62,1,1,1,3,900,NO MAJOR,NO MAJOR,-9,1,0,0,-9,2,2,2,2,1,-9,1,2,2,24,24,1,6,9,92,-2,-2,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
7290624,2418,2,-9,1,1,455,POLITICAL ECONOMY  STUDY OF POLITICS MIXED WITH ECONOMICS,*POLITICAL ECONOMIC STUDENT POLITIC @MIXED @WITH @ECONOMICS,-9,4,0,0,-9,2,2,2,2,1,-9,2,2,2,2,2,1,5,6,93,7,93,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
7290615,2409,1,-9,1,1,192,FASHION DESIGN,FASHION DESIGN,-9,4,0,0,-9,1,2,2,2,2,2000,2,2,1,9,9,1,5,9,92,5,93,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
7290615,-10,2,-9,1,1,192,FASHION DESIGN,FASHION DESIGN,-9,4,0,0,-9,2,2,2,2,1,-9,2,2,1,12,12,1,-6,9,93,-2,-2,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
7290617,302,1,-9,1,1,900,NO MAJOR,NO MAJOR,-9,4,0,0,-9,2,1,2,2,2,3500,2,2,2,24,24,1,5,9,92,-2,-2,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
7290640,169,1,-9,1,1,63,MARKETING/ MANAGMENT,MARKETING MANAGEMENT,-9,4,0,0,-9,1,1,2,2,2,1200,2,2,1,24,24,1,5,9,92,-2,-2,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
7290686,2330,1,-9,1,1,263,BIOLOGY,BIOLOGY,-9,4,0,0,-9,2,2,2,2,1,-9,1,2,2,24,24,1,5,9,92,-2,-2,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
7290644,62,1,1,1,1,180,SPEECH PATHLOGY,SPEECH PATHOLOGY,-9,4,0,0,-9,1,1,1,2,2,2625,1,2,2,24,24,1,6,9,92,-2,-2,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
7248649,192,1,1,1,1,420,PSYCLOGY,PSYCHOLOGY,-9,1,0,0,-9,2,2,2,2,1,-9,2,2,2,25,25,1,4,8,92,-2,-2,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
7248676,192,1,1,1,2,135,GENERAL STUDIES SHE WANTS WORK WITH KIDS,GENERAL STUDIES SCHOOL WRITING WORK WRITING,-9,3,0,0,-9,2,2,2,2,1,-9,2,2,2,24,24,1,4,9,92,-2,-2,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
7248639,192,1,1,1,2,440,SOCIAL SERVICES,SOCIAL SERVICE,-9,3,0,0,-9,2,2,2,2,1,-9,2,2,2,13,13,1,4,8,93,-2,-2,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
7248617,192,1,1,2,1,132,ART EDUCATION,ART EDUCATION,-9,4,0,0,-9,2,2,2,2,1,-9,2,2,2,-6,-6,2,4,8,92,5,93,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
7248617,1269,2,1,1,1,504,ART EDUCATION,*ART EDUCATION,-9,4,0,0,-9,2,2,2,2,1,-9,2,2,-3,13,13,1,6,8,93,-2,-2,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
7248695,1574,1,-9,1,1,130,CHILD STUDY TEACHING,CHILD @STUDY TEACH,-9,4,0,0,-9,1,1,2,2,2,13000,2,2,2,24,24,1,5,9,92,-2,-2,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
7248660,192,1,1,1,1,440,SOCIAL SERVICES,SOCIAL SERVICE,-9,1,0,0,-9,1,1,2,1,2,4000,2,2,2,13,13,1,4,8,93,-2,-2,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
7248660,1588,2,1,1,1,440,SOCIAL SERVICES,SOCIAL SERVICE,-9,1,0,0,-9,1,1,2,1,2,4000,2,2,-3,13,13,1,6,8,93,-2,-2,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
7248658,192,1,1,1,1,240,LIBERAL ARTS,LIBERAL ART,-9,3,0,0,-9,2,2,2,2,1,-9,2,2,2,24,24,1,4,9,92,-2,-2,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
7248645,62,1,1,1,1,143,MECHANICAL ENGINEERING,MECHANICAL ENGINEER,-9,4,0,0,-9,2,2,2,2,1,-9,2,2,1,24,24,1,6,9,92,-2,-2,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
7248689,83,1,2,1,1,240,LIBERAL ARTS AND SCIENCES,LIBERAL ART SCIENCE,-9,4,0,0,-9,1,1,2,2,2,0,2,2,2,25,25,1,6,8,92,-2,-2,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
7299310,188,1,-9,1,1,271,MATH,MATH,-9,4,0,0,-9,1,1,2,2,2,2000,2,2,1,4,4,1,5,9,92,12,92,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
7299310,893,2,1,1,1,63,BUSINESS,BUSINESS,-9,4,0,0,-9,1,1,2,2,2,3000,2,2,-3,20,20,1,6,1,93,-2,-2,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
7299394,130,1,1,1,2,171,PHISICAL THERAPY,PHYSICAL THERAPY,-9,5,0,0,-9,2,2,2,2,1,-9,2,2,2,12,12,1,4,9,93,-2,-2,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
7299339,1856,1,2,1,2,420,PSCHYCOLOGY,PSYCHOLOGY,-9,4,0,0,-9,2,1,2,2,2,2500,2,2,1,25,25,1,6,8,92,-2,-2,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
7299080,1854,1,-9,1,1,900,NO MAJOR,NO MAJOR,-9,4,0,0,-9,1,2,1,2,2,900,1,1,2,24,24,1,6,9,92,-2,-2,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
7299061,2193,1,1,1,1,60,ACCOUNTING,ACCOUNTING,-9,4,0,0,-9,2,2,2,2,1,-9,2,2,1,24,24,1,6,9,92,-2,-2,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
7204220,1370,1,-9,1,1,112,COMPUTER OPERATIONS,COMPUTER OPERATION,-9,1,0,0,-9,2,1,2,2,2,7000,2,2,2,5,5,1,1,2,92,6,92,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
7204220,-10,2,-9,1,1,60,COMPUTER AND ACCOUNTING,COMPUTER ACCOUNTING,30,2,10,93,2,2,1,2,2,2,9000,2,2,-3,17,17,1,-6,6,92,10,93,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
7204219,475,1,1,1,1,140,ELECTRICAL ENGENEER,ELECTRICAL ENGINEER,-9,4,0,0,-9,1,2,2,2,2,-8,2,2,2,6,6,1,6,8,92,1,93,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
7204219,130,2,1,1,1,150,ELECTRONIC ENGENEERING TECNOLOGY,ELECTRONIC ENGINEER TECHNOLOGY,-9,3,0,0,-9,1,2,2,2,2,-8,2,2,2,20,20,1,4,1,93,-2,-2,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
7295633,2289,1,1,2,1,135,PSYCHOLOGY,PSYCHOLOGY,-9,4,0,0,-9,2,2,2,2,1,-9,2,2,2,10,17,2,6,9,92,1,93,9,93,1,94,-9,-9,-9,-9,-9,-9,-9,-9
7295633,-10,2,-9,2,3,420,HUMAN SERVICES,HUMAN @SERVICES,-9,3,0,0,-9,2,2,2,2,1,-9,2,2,2,15,20,2,-6,1,93,7,93,1,94,-2,-2,-9,-9,-9,-9,-9,-9,-9,-9
7295695,1629,1,1,1,1,131,EDUCATION,EDUCATION,-9,4,0,0,-9,2,2,2,2,1,-9,2,2,2,24,24,1,6,9,92,-2,-2,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
7295661,1507,1,-9,1,1,71,ENGLISH AND COMMUNICATIONS,ENGLISH COMMUNICATION,-9,4,0,0,-9,1,1,2,2,2,-8,2,1,1,24,24,1,5,9,92,-2,-2,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
7295621,172,1,-9,1,1,455,POLITICAL SCIENCE,POLITICAL SCIENCE,-9,4,0,0,-9,1,1,1,2,2,8000,1,2,1,24,24,1,5,9,92,-2,-2,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
7295678,811,1,1,1,1,63,MUSIC BUSINESS MANAGEMENT,MUSIC BUSINESS MANAGEMENT,-9,4,0,0,-9,1,1,2,2,2,5200,2,2,2,13,13,1,6,1,93,1,94,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
7295606,1755,1,1,1,2,380,PHILOSOPHY,PHILOSOPHY,-9,4,0,0,-9,2,1,2,2,2,1313,2,2,2,8,8,1,6,1,94,-2,-2,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
7295629,2137,1,1,1,1,112,COMPUTER SCIENCE,COMPUTER SCIENCE,-9,1,0,0,-9,1,2,2,2,2,0,2,1,1,24,24,1,4,9,92,-2,-2,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
7208068,1504,1,-9,1,1,132,EDUCATION,EDUCATION,-9,4,0,0,-9,2,2,2,2,1,-9,2,2,1,24,24,1,5,9,92,-2,-2,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
7208049,62,1,2,1,1,302,PSYCOLOGY,PSYCHOBIOLOGY,-9,4,0,0,-9,1,2,1,2,2,8000,1,1,2,10,10,1,6,8,92,5,93,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
7208049,136,2,1,1,1,302,PSYCOLOGY,PSYCHOBIOLOGY,-9,1,0,0,-9,2,2,2,2,1,-9,2,2,2,4,4,1,4,9,93,12,93,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
7208049,1629,3,1,1,1,302,PSYCOLOGY,PSYCHOBIOLOGY,-9,4,0,0,-9,2,2,2,2,1,-9,2,2,2,8,8,1,6,1,94,-2,-2,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
7208003,1017,1,-9,1,2,120,AESTHETICS  SKIN CARE FACIAL MAKE-UP COSMETOLOGY,ATMOSPHERIC SKILL CARE FINANCE MAKING UNDECIDED COSMETOLOGY,12,2,0,0,-9,2,1,2,2,2,3800,2,2,2,13,13,1,1,8,93,-2,-2,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
7208038,1780,1,-9,1,1,120,HAIRDRESSING,*HAIRDRESSING,-9,2,2,93,2,2,2,2,2,1,-9,2,2,2,8,8,1,1,7,92,2,93,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
7208007,1226,1,1,1,1,133,SPECIAL EDUCATION AND DOUBLE MAJOR IN PSYCOLOGY,SPECIAL EDUCATION @DOUBLE MAJOR @IN @PSYCOLOGY,-9,4,0,0,-9,1,1,2,2,2,-8,2,2,2,24,24,1,6,9,92,-2,-2,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
7208057,2326,1,-9,1,1,63,BUSINESS ADMINSTRATION,BUSINESS ADMINISTRATION,1,3,0,0,-9,1,2,2,2,2,1500,2,2,1,2,2,1,2,9,92,10,92,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
7208053,136,1,1,1,1,185,NURSING,NURSING,-9,3,0,0,-9,1,2,2,2,2,-8,2,2,2,4,4,1,4,9,93,12,93,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
7208042,1082,1,-9,1,1,263,BIOLOGY,BIOLOGY,-9,4,0,0,-9,1,1,1,2,2,14000,1,2,2,25,25,1,5,8,92,-2,-2,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
7208051,136,1,1,1,1,185,NURSING,NURSING,-9,2,0,0,-9,1,1,2,2,2,0,2,2,2,9,9,1,4,9,92,5,93,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
7208091,811,1,1,1,1,143,MECHCANICA ENGERNERRING,MECHANICAL ENGINEER,-9,4,0,0,-9,1,1,2,2,2,5280,2,2,2,9,9,1,6,9,92,5,93,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
7208010,2110,1,1,1,1,451,ECONOMICS,ECONOMIC,-9,4,0,0,-9,1,1,1,2,2,2500,1,2,2,24,24,1,6,9,92,-2,-2,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
7208083,1283,1,-9,1,1,441,PUBLIC POLICY,PUBLIC POLITICAL,-9,4,0,0,-9,1,1,1,2,2,18000,1,2,1,25,25,1,5,8,92,-2,-2,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
7297369,1149,1,1,1,1,63,MANAGEMENT  BUSINESS,MANAGEMENT BUSINESS,-9,4,0,0,-9,2,1,2,2,2,0,1,2,2,24,24,1,6,9,92,-2,-2,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
