STU_ID,INCODE,INSTNUM,TYPETUIT,NUMATND,ENRLSTAT,MAJCODE,MAJVERB,MAJSRCH,HRSWEKLY,TYPDEGCT,DATRCVMO,DATRCVYR,JOBCHNG,GRANTS,LOANS,WORKSTDY,OTH_FINA,NO_FINA,AMT_FINA,CAMPJOB,EDRELJOB,PARNBORW,F3PSEAT,F3PSEEN,F3PSECT,F3SEC2A,STRTMON1,STRTYR1,ENDMON1,ENDYR1,STRTMON2,STRTYR2,ENDMON2,ENDYR2,STRTMON3,STRTYR3,ENDMON3,ENDYR3,STRTMON4,STRTYR4,ENDMON4,ENDYR4
6845625,171,1,-9,1,1,51,PHSYCOLOGY AND ASIAN STUDIES,PSYCHOLOGY ASIAN STUDIES,-9,4,0,0,-9,1,1,1,2,2,19000,1,2,2,24,24,1,5,9,92,-2,-2,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
6813528,2147,1,1,1,2,20,AGRICULTURE,AGRICULTURE,-9,3,0,0,-9,2,2,2,2,1,-9,2,1,2,25,25,1,4,8,92,-2,-2,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
6813572,358,1,-9,1,1,134,HEALTH AND PHYSICAL EDUCATION,HEALTH PHYSICAL EDUCATION,-9,4,0,0,-9,1,2,2,2,2,1500,2,2,2,23,23,1,5,10,92,-2,-2,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
6813581,161,1,1,1,1,188,PRE PHARMACY,PRE PHARMACY,-9,1,0,0,-9,1,1,2,2,2,1900,2,2,2,24,24,1,6,9,92,-2,-2,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
6813549,2147,1,1,2,1,63,BUSINESS ADMINISTRATION,BUSINESS ADMINISTRATION,-9,3,0,0,-9,1,2,2,2,2,0,2,2,2,19,25,2,4,8,92,1,93,8,93,-2,-2,-9,-9,-9,-9,-9,-9,-9,-9
6813519,1361,1,1,1,1,380,PHILOSOPHY & RELIGION,PHILOSOPHY RELIGION,-9,4,0,0,-9,2,1,2,2,2,7000,2,2,1,24,24,1,6,9,92,-2,-2,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
6813501,565,1,-9,1,1,455,POLITICAL SCIENCE,POLITICAL SCIENCE,-9,4,0,0,-9,1,2,2,2,2,16870,2,2,2,27,27,1,5,6,92,-2,-2,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
6813588,610,1,-9,1,1,170,MEDICAL ASSITANT,MEDICAL @ASSITANT,20,5,3,93,-9,1,1,2,2,2,2500,2,1,2,8,8,1,1,8,92,3,93,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
6813595,1819,1,-9,1,1,454,SOCIOLOGY,SOCIOLOGY,-9,4,0,0,-9,2,2,2,1,2,11000,2,2,1,24,24,1,5,9,92,-2,-2,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
6813554,-12,1,-8,1,3,112,COMPUTERS,COMPUTER,10,5,0,0,-9,2,2,2,2,1,-9,2,2,2,12,12,1,-6,9,93,-2,-2,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
6813569,1819,1,-9,1,1,420,PYSCHOLOGY,PSYCHOLOGY,-9,4,0,0,-9,2,2,2,1,2,1200,2,2,2,24,24,1,5,9,92,-2,-2,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
6813552,2147,1,1,1,2,71,BUSINESS,BUSINESS,-9,5,0,0,-9,2,2,2,2,1,-9,2,2,2,20,20,1,4,1,93,-2,-2,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
6813545,314,1,2,1,1,135,ENGLISH,ENGLISH,-9,4,0,0,-9,1,2,2,2,2,200,2,2,2,25,25,1,6,8,92,-2,-2,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
6872735,720,1,1,1,1,185,NURSING,NURSING,13,3,0,0,-9,2,2,2,2,1,-9,2,2,2,5,5,1,4,8,92,12,92,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
6872748,1437,1,-9,1,1,271,PSYCHOLOGY MATHEMATICS,PSYCHOLOGY MATHEMATIC,-9,4,0,0,-9,1,1,2,2,2,12000,1,2,2,24,24,1,5,9,92,-2,-2,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
6872710,720,1,1,1,3,142,ENGINEERING,ENGINEER,-9,1,0,0,-9,2,2,2,2,1,-9,2,2,2,25,25,1,4,8,92,-2,-2,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
6872710,6,2,1,1,1,142,CIVIL ENGINEERING,CIVIL ENGINEER,-9,4,0,0,-9,1,2,2,2,2,0,1,2,2,3,3,1,6,6,93,8,93,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
6872726,720,1,1,1,3,453,WESTERN CIVILIZATION,*@WESTERN @CIVILIZATION,-9,5,0,0,-9,2,2,2,2,1,-9,2,2,1,13,13,1,4,9,92,9,93,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
6872726,1154,2,-9,1,1,470,AUTOMOTIVE TECHNOLOGY,AUTOMOTIVE TECHNOLOGY,-9,1,0,0,-9,1,1,2,2,2,-8,2,2,-3,4,4,1,1,5,94,-2,-2,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
6857747,1905,1,1,1,1,183,SPORTS MEDICINE,SPORT MEDICINE,-9,4,0,0,-9,2,2,2,2,1,-9,2,2,2,6,6,1,6,8,92,1,93,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
6857747,847,2,1,1,1,183,SPORTS MEDICINE,SPORT MEDICINE,-9,3,0,0,-9,2,2,2,2,1,-9,2,2,2,20,20,1,4,1,93,-2,-2,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
6857737,1905,1,1,1,1,900,NO MAJOR FIELD,NO MAJOR FILM,-9,4,0,0,-9,2,1,2,2,2,700,2,2,1,10,10,1,6,8,92,5,93,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
6857744,6,1,1,1,1,143,ENGINEERING,ENGINEER,-9,4,0,0,-9,2,2,2,2,1,-9,2,2,2,25,25,1,6,8,92,-2,-2,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
6857717,371,1,-9,1,1,504,ART,ART,-9,3,0,0,-9,2,2,1,2,2,0,2,2,2,24,24,1,2,9,92,-2,-2,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
6857792,1970,1,-9,1,1,263,BIOLOGY,BIOLOGY,-9,4,0,0,-9,2,1,2,2,2,2500,2,2,2,25,25,1,5,8,92,-2,-2,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
6857729,161,1,1,2,1,63,MARKETING,MARKETING,-9,4,0,0,-9,2,1,2,2,2,2600,2,1,1,18,25,2,6,8,92,12,92,8,93,-2,-2,-9,-9,-9,-9,-9,-9,-9,-9
6857794,1335,1,-9,1,1,420,PSYCHOLOGY,PSYCHOLOGY,-9,4,0,0,-9,-8,-8,-8,-8,-8,-9,2,2,1,25,25,1,5,8,92,-2,-2,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
6857720,259,1,-9,1,1,430,CRIMINAL JUSTICE,CRIMINAL JUSTICE,-9,4,0,0,-9,1,2,2,2,2,10000,2,2,2,13,13,1,5,8,93,-2,-2,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
6857750,27,1,-9,1,1,170,PEDIATRIC RADIOLOGY,PARAMEDIC RADIOLOGY,-9,4,0,0,-9,1,2,2,2,2,300,1,2,2,25,25,1,5,8,92,-2,-2,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
6857730,2136,1,1,1,1,-4,LINGUISTICS,-9,-9,4,0,0,-9,1,1,2,2,2,8000,2,2,2,25,25,1,6,8,92,-2,-2,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
6857788,1577,1,1,1,1,141,CHEMICAL ENGINEERING,CHEMICAL ENGINEER,-9,4,0,0,-9,1,1,2,2,2,10000,2,2,2,24,24,1,6,9,92,-2,-2,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
6847245,1361,1,1,1,1,900,UNDECIDED,UNDECIDED,-9,4,0,0,-9,2,2,2,2,1,-9,1,2,2,9,9,1,6,9,92,5,93,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
6847245,720,2,1,1,1,240,LIBERAL ARTS  HUMANITIES,LIBERAL ART HUMANITIES,-9,3,0,0,-9,2,2,2,2,1,-9,2,2,2,8,8,1,4,1,94,-2,-2,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
6847201,1383,1,-9,1,1,143,ENGINEERING MACHANICAL/HUMANITIES,ENGINEER MECHANICAL HUMANITIES,-9,4,0,0,-9,1,1,2,2,2,12000,2,2,2,25,25,1,5,8,92,-2,-2,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
6847211,720,1,1,2,2,240,LIBERAL ARTS,LIBERAL ART,-9,3,0,0,-9,2,2,2,2,1,-9,2,2,2,18,25,2,4,8,92,5,93,1,94,-2,-2,-9,-9,-9,-9,-9,-9,-9,-9
6847211,371,2,-9,1,1,240,LIBERAL ARTS,LIBERAL ART,-9,3,0,0,-9,1,1,1,2,2,-8,1,2,2,5,5,1,2,8,93,12,93,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
6847207,547,1,-9,1,1,501,DRAMA,DRAMA,-9,3,0,0,-9,1,1,2,2,2,10000,2,2,2,21,21,1,2,12,92,-2,-2,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
6847224,720,1,1,2,1,900,NO MAJOR,NO MAJOR,-9,3,0,0,-9,2,2,2,2,1,-9,2,2,2,20,24,2,4,9,92,9,93,2,94,-2,-2,-9,-9,-9,-9,-9,-9,-9,-9
6847233,1905,1,1,1,1,171,PHYSICAL THERAPHY,PHYSICAL THERAPY,-9,4,0,0,-9,1,2,2,2,2,5000,2,2,2,24,24,1,6,9,92,-2,-2,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
6847270,720,1,1,1,1,430,CRIMINAL JUSTICE,CRIMINAL JUSTICE,-9,3,0,0,-9,2,2,2,2,1,-9,2,2,2,24,24,1,4,9,92,-2,-2,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
6847285,1905,1,1,1,1,900,NO MAJOR,NO MAJOR,-9,4,0,0,-9,-8,-8,-8,-8,-8,-9,2,2,2,24,24,1,6,9,92,-2,-2,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
6847256,1975,1,2,1,1,430,CRIMINAL JUSTICE,CRIMINAL JUSTICE,-9,4,0,0,-9,2,2,2,2,1,-9,2,2,2,5,5,1,6,8,92,12,92,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
6847256,1905,2,1,1,1,430,CRIMINAL JUSTICE,CRIMINAL JUSTICE,-9,4,0,0,-9,2,2,2,2,1,-9,2,2,2,20,20,1,6,1,93,-2,-2,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
6847275,1577,1,1,1,1,188,PRE MED UNDECLARED,PRE MED UNDECLARED,-9,4,0,0,-9,1,2,2,2,2,1000,2,2,2,24,24,1,6,9,92,-2,-2,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
6847216,1361,1,-9,1,1,186,HOSPITAL ADMINISTRATION,HOSPITAL ADMINISTRATION,-9,4,0,0,-9,1,1,2,2,2,4500,1,2,2,24,24,1,6,9,92,-2,-2,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
6847228,97,1,-9,1,1,90,BROADCASTING AND MANGERIAL LAW,BROADCAST MANAGER LAW,-9,4,0,0,-9,2,2,2,2,1,-9,2,2,2,25,25,1,5,8,92,-2,-2,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
6847223,6,1,1,1,1,301,ENVIRONMENTAL SCIENCES,ENVIRONMENT SCIENCE,-9,4,0,0,-9,2,2,2,2,1,-9,2,2,1,25,25,1,6,8,92,-2,-2,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
6847209,1857,1,2,1,2,240,GENERAL   X  BUSINESS,*@GENERAL BUSINESS,-9,1,0,0,-9,2,2,2,2,1,-9,2,2,2,17,17,1,6,8,92,12,93,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
6847294,858,1,1,1,1,63,BUSINESS /ADMINISTRATION,BUSINESS ADMINISTRATION,-9,4,0,0,-9,2,2,2,2,1,-9,2,2,2,24,24,1,6,9,92,-2,-2,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
6847254,6,1,1,1,1,230,ENGLISH,ENGLISH,-9,4,0,0,-9,2,2,2,2,1,-9,2,2,2,24,24,1,6,9,92,-2,-2,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
6847251,720,1,1,2,2,900,UNDECLARED,UNDECLARED,-9,1,0,0,-9,2,2,2,2,1,-9,2,2,2,16,25,2,4,8,92,10,92,8,93,-2,-2,-9,-9,-9,-9,-9,-9,-9,-9
6868006,1542,1,1,1,1,20,AGRICULTURE,AGRICULTURE,-9,4,0,0,-9,2,2,2,2,1,-9,2,2,2,27,27,1,6,6,92,-2,-2,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
6868019,1105,1,1,1,1,142,CIVIL ENGINEER,CIVIL ENGINEER,-9,3,0,0,-9,1,2,2,2,2,-8,2,2,2,8,8,1,4,1,94,-2,-2,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
6868076,2465,1,1,1,1,131,ELEMENTARY EDUCATION,ELEMENTARY EDUCATION,-9,4,0,0,-9,2,2,2,2,1,-9,2,2,2,25,25,1,6,8,92,-2,-2,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
6868010,1535,1,1,1,1,63,BUSINESS,BUSINESS,-9,4,0,0,-9,1,1,2,2,2,3025,2,2,2,17,17,1,6,8,92,12,93,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
6868083,833,1,1,1,1,420,PSYCHOLOGY,PSYCHOLOGY,-9,4,0,0,-9,1,2,2,2,2,1500,2,2,1,6,6,1,6,8,92,1,93,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
6868034,2465,1,1,1,1,455,POLITICAL SCIENCE,POLITICAL SCIENCE,-9,4,0,0,-9,2,1,2,2,2,-8,2,2,-8,13,13,1,6,8,93,-2,-2,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
6868080,2465,1,1,1,1,401,GEOLOGY,GEOLOGY,-9,4,0,0,-9,2,2,2,2,1,-9,2,2,2,25,25,1,6,8,92,-2,-2,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
6868046,833,1,1,1,1,188,PRE PHARMACY MAJOR,PRE PHARMACY MAJOR,-9,5,0,0,-9,1,1,2,2,2,1000,2,1,1,25,25,1,6,8,92,-2,-2,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
6868014,1105,1,1,1,1,472,MACHINE TOOL TECHNOLOGY,*MECHANIC TECHNOLOGY TECHNOLOGY,-9,3,0,0,-9,2,2,2,2,1,-9,2,1,2,25,25,1,4,8,92,-2,-2,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
6868051,2156,1,-9,1,1,230,ENGLISH,ENGLISH,-9,4,0,0,-9,1,2,2,2,2,6000,2,2,2,16,16,1,5,9,92,12,93,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
6868051,1542,2,1,1,1,230,ENGLISH,ENGLISH,-9,4,0,0,-9,2,2,2,2,1,-9,2,2,2,8,8,1,6,1,94,-2,-2,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
6868073,1105,1,1,1,2,91,ASSOSIATES OF THE ARTS I WILL MAJOR IN AUDIO ENGINEERING,*ASSOCIATE ART ILLUSTRATION WILD MAJOR ILLUSTRATION AUDIOLOGY ENGINEER,-9,5,0,0,-9,2,2,2,2,1,-9,2,2,2,13,13,1,4,8,93,-2,-2,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
6868096,1343,1,2,1,2,263,BIOLOGY,BIOLOGY,12,1,0,0,-9,2,2,2,2,1,-9,2,2,2,9,9,1,4,9,92,5,93,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
6868096,1745,2,1,1,2,263,BIOLOGICAL SCIENCES,BIOLOGY SCIENCE,10,1,0,0,-9,2,2,2,2,1,-9,2,2,2,9,9,1,4,8,93,4,94,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
6833387,558,1,-9,1,1,420,PSYCHOLOGY,PSYCHOLOGY,-9,4,0,0,-9,1,1,1,2,2,8000,1,2,1,25,25,1,5,8,92,-2,-2,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
6833334,476,1,-9,1,1,420,HUMAN SERVICES  SOCIAL SCIENCE  PSYCHOLOGY,HUMAN SERVICE SOCIAL SCIENCE PSYCHOLOGY,-9,4,0,0,-9,1,1,2,2,2,5000,1,2,2,25,25,1,5,8,92,-2,-2,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
6833320,197,1,-9,1,1,62,BUSINESS  SPORTS MANAGEMENT,BUSINESS @SPORTS MANAGEMENT,-9,3,0,0,-9,2,2,2,2,1,-9,2,2,-8,13,13,1,5,8,93,-2,-2,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
6833349,2393,1,1,1,1,420,PSYCHOLOGY,PSYCHOLOGY,-9,4,0,0,-9,1,1,2,2,2,800,2,2,2,24,24,1,6,9,92,-2,-2,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
6833303,1210,1,1,1,1,502,PROJECTIONIST,*@PROJECTIONIST,-9,3,0,0,-9,2,2,2,2,1,-9,2,2,-8,20,20,1,4,1,93,-2,-2,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
6833366,1560,1,-9,1,1,144,COMPUTER ENGINEERING,COMPUTER ENGINEER,-9,4,0,0,-9,2,1,2,2,2,1600,2,2,2,6,6,1,1,10,92,3,93,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
6833366,2500,2,-9,1,1,262,BIOCHEMISTRY,BIOCHEMISTRY,-9,4,0,0,-9,2,1,2,2,2,1500,2,2,2,8,8,1,5,1,94,-2,-2,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
6833364,2143,1,-9,1,1,142,CIVIL ENGINEERING,CIVIL ENGINEER,-9,4,0,0,-9,1,1,1,2,2,10000,2,1,1,24,24,1,5,9,92,-2,-2,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
6833354,833,1,1,1,1,900,UNDECIDED,UNDECIDED,-9,4,0,0,-9,1,1,2,2,2,2900,2,2,2,7,7,1,6,8,92,2,93,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
6833354,1535,2,1,1,1,60,ACCOUNTING,ACCOUNTING,-9,4,0,0,-9,2,1,2,2,2,1313,2,2,2,20,20,1,6,1,93,-2,-2,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
6833343,833,1,1,1,1,900,UNDECIDED,UNDECIDED,-9,4,0,0,-9,2,2,2,2,1,-9,2,2,2,6,6,1,6,9,92,2,93,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
6873257,1946,1,1,1,1,501,SPEECH,SPEECH,-9,4,0,0,-9,2,1,2,2,2,0,2,2,1,17,17,1,6,8,92,12,93,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
6873259,1500,1,1,2,2,144,MACHINE OPERATION,METALLURGICAL OPERATION,9,2,0,0,-9,2,2,2,2,1,-9,2,2,2,22,25,2,4,8,92,4,93,8,93,-2,-2,-9,-9,-9,-9,-9,-9,-9,-9
6873218,1500,1,1,1,1,110,COMPUTER SCIENCE  COMPUTER PROGRAMMING,COMPUTER SCIENCE COMPUTER PROGRAMMING,3,3,0,0,-9,2,2,2,2,1,-9,2,2,2,15,15,1,4,8,92,10,93,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
6873270,1542,1,1,1,1,271,MATH SCIENCE WITH COMPUTER SCIENCE,MATH SCIENCE @WITH COMPUTER SCIENCE,-9,4,0,0,-9,1,2,2,2,2,4000,2,2,1,25,25,1,6,8,92,-2,-2,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
6873252,1500,1,1,1,1,170,MEDICAL ASST,MEDICAL ASSIST,-9,3,0,0,-9,1,2,2,2,2,200,2,2,2,25,25,1,4,8,92,-2,-2,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
6873212,1500,1,1,1,3,472,AIR CONDICTNER AND REFRIGATOR,AIR @CONDICTNER @REFRIGATOR,4,2,0,0,-9,2,2,2,2,1,-9,2,1,2,8,8,1,4,1,94,-2,-2,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
6873216,1500,1,1,1,1,173,ASSOCIATE OF SCIENCE. NURSING,*ASSOCIATE SCIENCE NURSING,-9,3,0,0,-9,1,1,2,2,2,825,2,2,2,25,25,1,4,8,92,-2,-2,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
6818500,2520,1,1,1,1,170,DENTAL ASSISTING,DENTAL ASSIST,40,2,0,0,-9,2,2,2,2,1,-9,2,2,2,17,17,1,4,8,92,12,93,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
6818557,-6,1,1,1,1,-6,-6,-6,-9,1,0,0,-9,2,2,2,2,1,-9,2,2,2,-6,-6,1,-6,-6,-6,-6,-6,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
6818557,833,2,1,1,1,302,PHSYCOLOGY,PSYCHOLOGY,-9,4,0,0,-9,2,2,2,2,1,-9,2,2,2,24,24,1,6,9,92,-2,-2,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
6818559,1542,1,1,1,1,185,NURSING,NURSING,-9,4,0,0,-9,1,1,2,2,2,6000,1,2,2,25,25,1,6,8,92,-2,-2,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
6818589,2478,1,-9,1,1,400,CHEMISTRY,CHEMISTRY,-9,4,0,0,-9,1,1,2,2,2,3500,1,2,2,5,5,1,5,8,92,12,92,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
6818589,1951,2,1,1,1,400,CHEMISTRY  AND ENGLISH UNDECIDED,CHEMISTRY ENGLISH UNDECIDED,-9,4,0,0,-9,1,2,2,2,2,2500,2,2,2,12,12,1,6,1,93,12,93,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
6818584,1951,1,1,1,1,143,ENGINEERING/ MECHANICAL,ENGINEER MECHANICAL,-9,4,0,0,-9,2,2,2,2,1,-9,2,2,2,10,10,1,6,8,92,5,93,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
6818584,2520,2,1,1,1,140,ELECTROMECHANICAL ENGINEERING,@ELECTROMECHANICAL ENGINEER,-9,3,0,0,-9,2,2,2,2,1,-9,2,2,2,13,13,1,4,8,93,-2,-2,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
6818563,1210,1,1,1,1,143,MECHANICAL ENGEINEERING,MECHANICAL ENGINEER,10,3,0,0,-9,2,2,2,2,1,-9,2,2,1,5,5,1,4,8,92,12,92,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
6818563,2520,2,1,1,1,140,ENGEINEERING,ENGINEER,12,3,0,0,-9,2,2,2,2,1,-9,2,2,1,7,7,1,4,2,93,8,93,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
6818515,2520,1,1,1,1,-8,-8,-8,8,3,0,0,-9,2,2,2,1,2,1000,2,2,2,24,24,1,4,9,92,-2,-2,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
6818535,2520,1,1,2,1,481,WELDING,WELDING,35,2,0,0,-9,2,2,2,2,1,-9,2,2,2,8,15,2,4,8,91,12,91,8,92,10,92,-9,-9,-9,-9,-9,-9,-9,-9
6832734,2520,1,1,1,2,173,NURSING,NURSING,-9,2,0,0,-9,2,2,2,2,1,-9,2,2,2,14,14,1,4,8,92,9,93,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
6832734,1951,2,1,1,1,131,ELEMENTARY EDUCATION,ELEMENTARY EDUCATION,-9,4,0,0,-9,1,1,2,2,2,2000,2,2,2,13,13,1,6,8,93,-2,-2,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
6832729,1951,1,1,1,1,430,CRIMINAL JUSTICE,CRIMINAL JUSTICE,-9,1,0,0,-9,1,2,2,2,2,900,2,2,2,11,11,1,6,8,92,6,93,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
6832729,2520,2,1,1,1,63,MARKETING,MARKETING,15,3,0,0,-9,2,2,2,2,1,-9,2,2,2,12,12,1,4,9,93,-2,-2,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
6832712,1951,1,1,1,1,480,GRAPHIC DESIGN,GRAPHIC DESIGN,-9,4,0,0,-9,1,2,2,2,2,1000,2,2,2,12,12,1,6,1,93,12,93,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
6832712,2520,2,1,1,1,112,COMPUTER ASSISTED DRAFTING/ DESIGN,COMPUTER @ASSISTED DRAFTING DESIGN,-9,3,0,0,-9,2,2,2,2,1,-9,2,2,2,8,8,1,4,1,94,-2,-2,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
6832756,796,1,-9,1,1,71,BUSINESS WITH FINANCE,BUSINESS WRITING FINANCE,-9,4,0,0,-9,1,1,1,2,2,10000,1,2,1,9,9,1,5,9,92,5,93,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
6832756,833,2,1,1,1,63,INTERNATIONAL STUDIES YOU STUDY GOVERMENTS AND FOREIGN POLICY,INTERNATIONAL STUDIES STUDENT GOVERNMENT FOREIGN POLICE,-9,4,0,0,-9,1,1,2,2,2,6000,2,2,1,13,13,1,6,8,93,-2,-2,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
6832716,2478,1,-9,1,1,132,ART EDUCATION,ART EDUCATION,-9,4,0,0,-9,1,1,2,2,2,3665,2,2,2,10,10,1,5,8,92,5,93,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
6832738,1951,1,1,1,1,60,ACCOUNTING,ACCOUNTING,-9,4,0,0,-9,2,2,2,2,1,-9,1,2,2,36,36,1,6,9,91,-2,-2,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
6832765,2520,1,1,1,2,63,BUSINESS MANAGEMENT,BUSINESS MANAGEMENT,9,2,0,0,-9,1,2,2,2,2,0,2,2,2,25,25,1,4,8,92,-2,-2,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
6832757,1384,1,1,1,1,185,NURSING,NURSING,-9,4,0,0,-9,2,2,2,2,1,-9,2,2,2,25,25,1,6,8,92,-2,-2,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
